respid,cell,rweight,tv,radio,ooh,online,social,sp_aw,relv,laugh,think,recom,talk,purchase,intent
1113,1,0.8112,0,0,0,0,1,1,1,1,1,1,0,1,1
1114,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,1
1116,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,1,0
1118,1,1.2039,1,0,0,0,0,0,1,1,0,1,0,0,1
1120,1,1.0962,0,0,0,0,0,0,0,0,1,0,0,0,0
1122,1,0.8112,0,0,0,0,1,0,0,0,0,1,0,1,1
1123,3,0.7672,0,0,1,0,0,0,0,0,0,0,0,0,0
1124,1,1.0962,0,0,1,0,0,0,0,0,0,0,0,0,1
1125,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,1,1.1108,0,0,0,0,0,0,0,1,0,0,0,0,0
1129,1,0.9958,0,0,0,0,0,1,0,0,1,0,0,0,0
1130,1,1.2039,1,0,0,0,1,0,0,0,0,0,0,1,1
1131,1,1.2667,0,0,0,0,0,1,0,1,0,1,1,0,0
1133,2,0.7923,1,1,1,1,1,0,0,0,0,0,0,1,1
1133,4,0.772235272,0,0,0,0,0,0,0,1,0,0,0,0,0
1134,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,1,1.224,0,0,1,1,0,0,0,0,0,0,0,0,0
1141,1,0.5275,0,0,0,0,0,0,1,1,0,1,0,0,1
1142,1,0.8874,0,0,1,0,0,0,1,1,0,1,1,0,0
1144,1,0.8112,0,0,0,0,1,0,0,0,0,0,0,0,0
1145,1,1.1108,0,0,0,0,0,1,0,0,0,0,0,0,0
1147,1,1.224,0,0,0,0,0,0,0,0,0,0,0,1,1
1148,2,1.9003,0,0,0,0,0,0,1,0,0,1,1,0,1
1151,1,1.2667,0,0,0,0,0,0,0,0,0,1,1,0,0
1153,1,1.2667,0,0,0,0,0,0,0,0,0,1,0,0,0
1154,1,1.1108,0,0,0,0,0,0,0,0,0,1,0,0,0
1156,1,1.1108,0,0,0,0,0,0,1,1,1,1,0,0,1
1158,1,2.0028,0,0,0,0,0,0,1,1,0,0,0,1,1
1158,4,0.516023646,0,1,1,1,0,0,1,1,1,1,1,1,1
1159,1,0.8874,1,0,1,1,0,1,1,1,1,1,1,0,0
1160,1,0.8112,1,0,0,0,0,0,0,0,0,1,0,0,0
1161,1,1.1108,0,0,0,0,0,0,1,1,0,1,0,0,1
1163,1,1.0301,1,0,0,0,1,0,1,0,1,1,1,1,1
1165,1,0.5486,0,0,0,0,0,1,0,0,0,1,0,0,1
1166,1,1.224,1,0,0,0,1,0,0,0,0,0,0,0,1
1169,1,2.0775,0,0,0,0,0,0,1,1,1,1,0,0,0
1170,1,0.9082,1,0,0,0,1,1,1,1,1,1,1,1,1
1171,1,1.1108,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,1,2.0028,0,0,0,0,0,0,0,1,0,1,0,0,1
1174,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,1,0.8874,0,0,0,1,0,0,1,1,0,1,0,0,0
1177,1,1.1108,0,0,0,0,0,0,1,1,1,1,0,1,1
1178,1,0.8874,0,0,0,0,0,0,1,1,1,1,0,1,1
1180,1,1.1108,0,0,0,0,0,1,1,1,1,1,1,1,1
1181,1,1.2667,0,0,0,0,0,0,1,1,1,1,0,1,0
1183,1,0.8874,1,1,0,0,0,0,1,1,1,1,1,1,1
1184,1,1.0301,0,0,0,0,0,0,1,1,1,1,0,0,0
1186,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,1
1187,1,1.1108,0,0,0,0,0,0,1,1,0,1,0,0,1
1190,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,1
1192,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1,1.2039,1,0,0,0,0,0,0,0,0,0,0,0,0
1197,1,0.8112,0,0,0,0,1,0,1,0,1,1,0,0,1
1198,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,1,0.8112,1,1,0,1,0,0,0,0,0,1,1,1,0
1203,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,1,1.224,1,1,1,1,1,0,0,0,0,0,0,1,1
1210,1,1.224,0,0,1,1,1,0,0,0,0,0,0,0,0
1213,1,1.224,1,0,1,1,0,0,0,0,0,0,0,0,0
1214,1,0.8874,1,1,0,1,1,1,1,1,1,0,1,1,1
1216,1,0.9082,0,0,0,1,0,0,1,1,1,1,1,1,0
1217,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,1
1221,1,1.224,0,1,0,0,0,0,0,0,0,0,0,0,1
1222,4,1.881970847,0,0,0,0,0,0,1,1,1,1,0,0,1
1224,1,1.224,0,0,0,0,1,0,0,0,0,0,0,1,1
1225,1,1.0962,1,0,1,1,1,0,0,0,0,0,0,1,1
1226,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,1,0.8112,0,1,0,0,0,0,0,0,0,1,0,1,0
1230,1,1.224,0,1,1,1,1,0,0,0,0,0,0,0,0
1232,1,0.8112,0,0,0,1,0,1,1,1,1,1,1,0,0
1236,1,0.9958,0,0,0,0,0,0,0,0,0,1,0,0,0
1237,1,0.9082,0,1,0,0,0,1,1,1,0,1,0,0,1
1238,1,1.2667,0,0,0,0,0,0,0,0,0,0,1,0,1
1240,1,1.1108,0,0,0,0,0,0,1,1,1,1,1,1,1
1241,3,1.1773,1,0,0,0,0,0,0,0,0,0,0,0,0
1242,1,0.8874,1,0,0,1,1,1,1,1,1,1,1,1,1
1243,3,0.7265,1,0,0,0,0,0,1,0,1,1,0,0,1
1244,1,2.0775,0,0,0,0,0,0,0,1,0,1,0,0,0
1247,1,0.8112,0,0,0,0,0,0,1,1,0,1,0,0,0
1248,1,1.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,1,1.0962,1,1,1,0,0,0,0,0,0,0,0,0,1
1250,1,0.5275,0,0,0,0,0,0,0,0,1,0,0,0,1
1251,1,0.5275,0,0,0,0,0,1,0,0,0,0,0,0,1
1252,1,0.9082,0,0,1,0,1,0,0,0,1,1,0,1,1
1253,1,1.1108,0,0,0,0,0,0,1,1,1,1,0,0,1
1255,1,0.5275,0,0,0,0,0,0,0,0,1,1,0,0,1
1256,1,1.0301,1,0,0,0,0,0,0,0,0,1,1,0,1
1257,1,0.5486,0,0,0,0,0,1,1,1,1,1,0,0,0
1258,1,1.224,0,1,0,1,0,0,0,0,0,0,0,1,1
1259,2,0.7923,1,1,1,1,1,0,0,0,0,0,0,1,1
1261,1,0.8874,1,1,0,0,1,0,0,0,1,0,0,0,1
1264,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,1,1.1108,0,0,0,0,0,0,1,1,1,1,1,0,0
1266,1,1.0962,0,0,0,0,1,0,1,1,0,0,0,0,0
1268,1,0.8874,1,1,0,1,1,1,1,1,0,1,0,1,1
1269,1,1.2039,1,1,0,0,0,0,0,0,0,0,0,0,1
1271,1,2.0028,0,0,0,0,0,0,1,1,1,1,0,1,0
1274,1,0.8112,1,0,0,0,0,0,1,1,1,1,0,0,0
1275,4,1.494292312,1,0,1,1,1,0,1,1,1,1,1,1,1
1276,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,1,0.8112,0,0,0,0,1,0,1,1,1,0,0,1,1
1278,1,0.8874,1,0,0,0,0,0,1,0,1,1,0,1,1
1282,1,1.2667,0,0,0,0,0,0,0,0,1,0,0,0,0
1285,1,0.9082,1,1,0,1,0,0,0,0,0,1,0,0,0
1286,3,0.7265,0,0,0,1,0,1,0,0,0,0,1,0,1
1287,1,1.224,1,1,1,1,1,0,0,0,0,0,0,0,0
1288,1,0.5275,0,0,0,0,0,0,0,1,0,0,0,0,0
1289,1,1.2667,0,0,0,0,0,0,0,1,1,0,0,0,0
1290,1,1.0962,1,0,0,1,1,0,1,1,1,1,1,1,1
1291,1,1.2039,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,1,0.8112,1,1,0,1,0,1,1,1,1,1,0,1,1
1296,1,1.0962,0,1,0,0,0,0,1,0,1,0,0,0,0
1298,1,0.8112,0,1,1,1,1,0,1,1,1,1,0,0,0
1300,1,0.5275,0,0,0,0,0,1,1,1,1,1,0,0,1
1301,1,2.0028,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,1,1.1108,0,0,0,0,0,1,1,1,0,0,0,0,0
1304,1,0.5275,0,0,0,0,0,0,0,0,1,0,0,0,0
1306,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,1,0.8112,0,0,0,0,1,0,1,1,0,1,1,1,1
1308,1,1.0962,0,0,0,0,0,0,0,0,0,0,0,0,1
1309,1,0.9082,0,0,0,1,1,1,0,0,0,1,1,0,0
1311,1,0.8112,0,0,0,0,0,0,0,0,0,1,0,1,0
1312,1,0.8112,0,0,0,0,1,1,1,1,1,1,0,1,1
1313,1,0.8112,0,0,1,1,0,0,0,0,0,1,0,0,1
1315,1,1.2039,0,1,0,0,1,0,0,0,0,0,0,1,1
1318,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,1,0.8874,1,1,0,0,0,1,1,1,0,1,0,0,1
1320,1,1.1108,0,0,0,0,0,0,1,0,1,1,0,0,1
1321,1,0.9958,0,0,0,0,0,0,0,0,1,0,0,0,0
1323,1,1.2667,0,0,0,0,0,0,1,1,1,0,0,0,0
1326,1,0.8112,1,1,1,0,1,1,1,1,1,1,1,1,1
1328,1,1.0301,1,0,0,1,0,0,1,1,1,1,1,1,1
1330,1,1.3158,0,0,0,0,1,1,1,1,0,1,0,0,0
1332,1,0.8874,0,0,0,0,1,0,1,1,0,1,1,1,1
1334,1,1.3158,0,0,0,0,0,0,1,1,1,0,0,0,0
1337,1,0.9082,0,0,0,0,0,1,1,1,0,0,0,0,1
1340,1,2.0028,0,0,0,0,0,0,1,1,1,1,0,0,0
1341,1,0.8112,1,0,0,0,1,1,1,1,1,1,1,0,1
1343,1,0.9958,0,0,0,0,0,0,1,1,0,1,0,0,1
1344,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,1,2.0775,0,0,0,0,0,1,1,1,1,1,1,0,1
1346,1,1.1108,0,0,0,0,0,0,1,1,1,1,0,0,0
1346,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,1,1.2667,0,0,0,0,0,1,1,1,1,1,1,1,1
1350,2,1.4057,0,0,0,0,0,1,1,1,1,1,1,0,1
1351,1,0.8112,1,0,0,0,0,0,1,1,1,1,1,1,1
1352,1,0.8112,1,0,0,0,0,0,0,0,1,0,1,1,1
1354,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,2,0.9355,1,0,1,0,0,0,1,1,0,0,0,1,0
1357,1,1.0301,1,0,0,0,0,0,1,1,1,1,0,0,1
1358,1,1.2039,0,0,0,0,0,0,0,1,0,0,0,0,0
1360,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,1,0
1361,1,1.0962,1,1,0,0,0,0,1,1,0,1,0,0,0
1362,1,0.9082,1,1,0,0,0,1,1,1,1,1,1,1,1
1363,1,0.9082,0,0,0,0,0,1,1,1,1,1,1,0,1
1371,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,1,1.224,1,0,0,0,1,1,0,0,0,0,0,0,0
1373,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,1
1376,1,2.0775,0,0,0,0,0,1,1,1,1,1,1,0,0
1378,1,1.2667,0,0,0,0,0,1,1,1,1,1,1,0,1
1380,1,0.9082,0,0,0,1,1,1,1,1,1,1,1,1,1
1383,1,0.9082,0,0,0,0,1,1,1,1,1,1,1,1,0
1385,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,1,1
1390,1,1.2667,0,0,0,0,0,1,1,1,1,1,1,0,1
1393,1,1.3158,0,0,0,0,0,0,0,0,0,1,0,0,0
1397,1,0.5486,0,0,0,0,0,0,0,1,1,1,1,0,1
1398,1,1.2667,0,0,0,0,0,0,0,1,0,1,0,0,1
1399,2,0.6657,0,0,0,0,1,0,0,1,0,1,0,1,0
1407,1,1.0913,0,0,0,0,0,0,0,0,1,0,0,0,0
1408,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,1,0.9082,0,1,1,1,1,0,1,1,1,1,0,0,1
1425,1,1.224,0,0,0,0,0,0,0,0,1,1,1,0,0
1428,1,1.2667,0,0,0,0,0,1,1,1,1,1,1,1,1
1429,1,1.0913,0,0,0,0,0,0,0,1,0,0,0,0,0
1432,1,0.5486,0,0,0,0,0,0,1,1,0,0,0,0,0
1433,1,2.0775,0,0,0,0,0,0,0,0,0,1,0,1,0
1434,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,1,1.3158,1,1,1,0,0,0,0,0,0,0,0,0,1
1438,2,0.7923,0,0,1,1,1,0,0,0,0,0,0,0,1
1442,1,1.2667,0,0,0,0,0,1,1,1,1,1,0,0,0
1444,1,1.224,0,0,0,0,1,0,0,0,0,0,0,1,1
1458,1,0.9082,1,1,1,1,1,0,1,1,1,1,1,1,1
1459,1,0.9082,1,0,0,0,0,0,0,1,1,0,1,1,1
1461,3,0.7051,1,1,0,0,1,0,1,1,1,1,1,0,1
1462,2,0.7762,1,0,0,1,1,0,1,1,1,1,1,1,1
1463,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,2,0.6657,0,0,0,0,0,1,1,1,1,1,1,1,1
1465,2,0.9598,0,0,0,0,0,0,0,1,0,0,0,0,0
1468,1,1.0301,0,0,0,0,1,0,0,0,0,0,0,0,0
1470,1,1.224,0,1,0,0,0,0,0,0,0,0,0,1,1
1472,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,1
1478,2,0.9355,0,0,0,0,1,0,0,1,1,1,0,0,0
1485,1,0.9082,0,0,1,1,0,1,1,1,0,1,1,1,0
1488,1,0.9082,1,0,1,1,0,0,0,0,0,1,0,0,1
1491,1,1.0301,1,0,0,1,1,0,1,1,1,1,1,1,1
1495,1,1.224,0,0,0,1,0,0,0,0,0,0,0,0,1
1496,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,1,0.9082,1,1,0,0,0,1,1,1,1,1,1,1,1
1511,2,1.2488,0,0,0,0,0,0,1,0,1,1,0,0,0
1512,1,1.3158,1,1,1,1,1,0,0,0,0,0,0,1,0
1515,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,2,1.1589,1,0,0,0,0,0,0,0,0,0,0,0,1
1520,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,3,1.9541,0,0,0,0,0,0,1,1,1,1,1,0,1
1523,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,3,1.1773,1,0,0,1,0,0,0,0,0,0,0,0,0
1526,3,0.8294,1,1,0,1,0,0,0,0,1,1,1,1,1
1527,4,2.134612014,0,0,0,0,0,0,0,0,0,1,0,0,0
1529,3,0.966,0,1,0,0,1,0,0,0,0,0,0,1,0
1530,1,1.224,0,0,0,0,0,0,0,0,0,0,0,0,1
1531,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,3,0.7051,0,1,0,0,0,0,1,1,1,1,1,0,1
1535,3,1.5914,0,0,0,0,0,0,1,1,1,1,1,0,1
1536,3,0.9227,1,0,0,0,0,0,1,1,1,1,0,0,1
1537,3,0.7672,0,0,0,1,0,0,0,0,0,0,0,0,0
1538,3,0.6695,1,0,0,0,0,0,1,1,1,1,0,0,0
1539,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,1
1549,2,0.6657,0,0,0,0,1,0,0,0,0,1,1,1,0
1550,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,3,2.1227,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,2,1.6295,0,0,0,0,0,0,0,0,1,1,0,0,1
1554,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,3,0.6695,0,1,1,1,1,0,1,0,1,1,1,1,1
1559,3,0.8663,0,0,0,0,0,0,1,0,0,0,0,0,1
1561,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,1,1.2667,0,0,0,0,0,0,1,0,1,1,0,1,1
1565,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,2,1.1589,1,1,1,1,1,0,0,0,0,0,0,1,1
1567,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,4,0.516023646,1,1,1,0,1,0,1,1,1,1,1,1,1
1575,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,2,1.6295,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,3,1.1773,0,1,0,1,1,0,0,1,1,1,1,1,1
1581,2,1.9003,0,0,0,0,0,1,1,1,1,0,0,0,0
1582,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1
1583,3,1.1773,1,1,0,0,0,0,0,0,0,0,0,0,0
1584,3,1.771,1,0,0,1,0,0,0,0,0,0,0,0,1
1585,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,2,0.6657,1,1,1,0,0,0,1,1,1,1,0,1,1
1587,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1
1588,3,0.7265,0,0,0,1,0,0,0,0,0,0,0,0,0
1589,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,4,1.514352138,0,0,0,0,0,0,1,1,0,1,0,0,0
1591,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,1,0.9082,0,1,1,1,1,0,1,1,1,1,0,0,1
1596,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,2,1.6295,0,0,0,0,0,1,1,1,1,1,0,1,1
1598,3,0.9227,0,0,0,1,0,0,1,1,1,1,1,0,1
1602,3,1.1773,1,1,0,0,0,0,0,0,0,0,0,0,0
1604,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,1,1
1606,3,1.771,1,0,1,1,1,0,0,0,0,0,0,0,1
1607,3,0.6411,0,0,0,0,0,0,1,1,0,1,0,0,0
1609,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,3,0.7835,0,0,0,0,0,0,0,0,0,1,0,0,0
1611,4,0.516023646,1,1,1,0,1,0,1,1,1,1,1,1,1
1612,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,3,2.1227,0,0,0,0,0,0,0,0,0,1,0,1,0
1616,3,1.5189,1,0,0,0,0,0,0,0,0,0,0,0,1
1618,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,2,0.9355,0,1,0,0,0,1,1,1,1,1,0,0,1
1621,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,4,0.759526474,0,0,0,0,0,0,0,0,0,0,0,0,1
1624,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,4,1.477126717,0,0,0,0,0,1,1,1,0,1,0,0,0
1626,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,3,0.7051,0,0,1,1,1,0,1,0,1,1,0,0,0
1630,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,3,0.6798,0,0,0,0,0,0,0,1,0,0,0,0,0
1638,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,3,0.6695,1,0,0,0,0,1,0,1,1,0,1,0,0
1641,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,3,1.5189,1,0,0,0,0,0,0,0,0,0,0,0,0
1647,3,1.6592,1,1,0,1,0,0,0,1,0,0,1,1,1
1648,3,0.6411,0,0,0,0,0,0,1,1,1,1,0,0,1
1649,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,3,0.7835,0,0,0,0,0,0,1,1,1,1,0,0,0
1651,3,1.395,1,0,0,0,0,0,0,0,0,0,0,0,0
1652,2,0.9355,0,0,0,0,0,0,1,1,1,1,0,1,0
1653,2,1.1589,1,1,0,1,0,0,0,0,0,0,0,0,1
1655,3,1.9541,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,3,1.916,0,0,0,0,0,0,1,1,0,1,0,0,0
1658,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,3,1.916,0,0,0,0,0,0,1,1,1,1,0,0,0
1662,3,1.771,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,2,0.7923,1,0,0,0,0,1,0,0,0,0,0,0,0
1672,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,3,1.771,1,0,0,0,0,0,0,0,0,1,0,0,1
1679,4,0.772235272,0,0,0,0,0,0,1,0,1,1,0,0,0
1680,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,2,1.3372,1,0,0,0,1,0,0,0,0,0,0,0,0
1683,3,0.9227,1,1,1,0,1,0,1,1,1,1,0,1,1
1684,3,1.5914,0,0,0,0,0,0,0,0,1,0,0,0,0
1685,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,1,1.3158,0,1,0,0,0,0,0,0,0,0,0,0,1
1688,2,1.6295,0,0,0,0,0,0,1,1,1,1,0,1,0
1689,3,0.8663,0,0,0,0,0,0,0,0,0,1,0,0,0
1690,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,1,1
1692,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,1
1697,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,2,0.7923,0,0,1,0,1,0,0,0,0,0,0,0,0
1701,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,3,1.916,0,0,0,0,0,0,1,1,1,1,0,0,1
1705,2,0.7009,0,0,0,0,0,0,0,0,1,0,0,0,0
1711,2,1.6295,0,0,0,0,0,0,0,0,0,1,0,1,1
1714,2,1.4057,0,0,0,0,0,0,1,1,0,1,1,0,0
1715,1,0.9082,0,1,0,0,1,0,1,1,1,1,1,1,1
1716,2,1.5475,1,0,1,1,1,0,0,0,0,0,0,1,0
1719,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,0
1721,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,2,1.9003,0,0,0,0,0,0,0,0,0,1,0,1,0
1724,3,0.6695,1,0,0,0,0,1,1,1,0,1,1,1,0
1725,3,0.7672,0,0,0,1,0,0,0,0,0,0,0,1,1
1726,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,3,0.7835,0,0,0,0,0,1,0,0,0,0,0,0,0
1731,3,0.966,1,0,0,0,0,0,0,0,0,0,0,0,0
1732,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,2,1.5475,1,0,1,1,0,0,1,1,0,1,1,0,1
1734,3,0.7998,1,0,0,0,0,1,0,0,0,0,0,0,0
1735,4,0.902367157,1,1,1,0,1,0,0,0,0,0,0,1,1
1736,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,3,0.8028,0,0,0,0,0,0,0,0,1,0,0,0,0
1741,2,1.6295,0,0,0,0,0,0,1,1,0,1,0,0,1
1744,3,1.771,1,0,0,0,0,0,0,0,0,0,0,0,1
1745,3,0.6695,1,0,0,0,0,0,1,1,0,1,0,1,1
1746,1,0.9082,0,0,0,0,1,0,0,0,1,0,0,0,1
1747,1,2.0775,0,0,0,0,0,1,1,1,0,1,0,0,0
1749,1,0.5486,0,0,0,0,0,1,0,0,0,0,0,0,0
1753,3,0.7265,0,0,0,1,0,0,0,0,1,1,0,0,1
1758,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,3,0.8294,1,1,1,0,0,0,1,1,1,1,1,1,1
1763,1,1.0301,0,0,0,1,0,1,1,1,1,1,1,1,1
1764,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,2,0.9355,1,0,0,1,0,1,0,1,0,1,0,0,1
1768,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,2,1.2488,0,0,0,0,0,0,1,1,0,0,0,0,1
1771,3,1.916,0,0,0,0,0,0,1,0,0,1,0,0,1
1773,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,3,1.5914,0,0,0,0,0,0,0,0,0,1,0,0,1
1776,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,3,0.6411,0,0,0,0,0,0,0,0,0,1,0,0,1
1782,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,1
1785,2,0.7009,0,0,0,0,0,0,1,1,0,1,0,0,1
1786,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,1,1
1787,2,0.7009,0,0,0,0,0,1,0,0,0,0,0,0,0
1788,1,0.9082,0,0,0,1,0,1,1,1,0,1,0,1,0
1789,3,0.7265,1,0,0,0,0,1,0,0,0,0,0,0,0
1791,3,1.5189,1,0,0,0,0,0,0,0,0,0,0,0,0
1792,3,0.8663,0,0,0,0,0,1,0,0,0,0,0,0,0
1797,3,0.966,1,0,0,0,0,0,0,0,0,0,0,0,0
1798,2,1.3372,0,0,0,0,1,1,0,0,0,1,0,0,0
1799,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,3,0.7998,0,1,0,1,0,0,0,0,0,0,0,1,1
1805,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,2,0.7762,0,0,0,0,0,0,1,1,0,0,0,0,1
1810,1,0.9082,1,1,0,0,0,0,1,1,1,1,0,0,0
1813,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,1,1.224,0,1,0,0,0,0,0,0,0,0,0,1,0
1815,2,1.3244,0,0,0,1,0,0,1,0,0,0,1,0,0
1816,1,2.0775,0,0,0,0,0,1,1,0,1,1,0,0,0
1823,3,1.6592,1,1,1,1,1,0,1,1,1,1,0,1,1
1824,3,0.8663,0,0,0,0,0,0,0,0,1,0,0,0,0
1825,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,1
1830,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,2,0.7762,1,0,0,0,0,0,1,1,1,1,1,1,1
